stream,site_code,site_name,UTM_E,UTM_N,year,month,temperature_C
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2016,10,10.250000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2016,11,5.4500000000000455
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2016,12,2.150000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,1,-1.4499999999999886
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,2,4.750000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,3,8.950000000000045
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,4,9.250000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,5,15.850000000000023
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,6,19.850000000000023
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,7,20.150000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,8,19.350000000000023
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,9,14.050000000000011
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,10,11.950000000000045
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,11,5.9500000000000455
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2017,12,3.750000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,1,5.650000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,2,-0.44999999999998863
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,3,4.550000000000011
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,4,14.150000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,5,17.55000000000001
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,6,19.650000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,7,22.750000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,8,22.150000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,9,16.750000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,10,11.950000000000045
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,11,6.750000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2018,12,4.850000000000023
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,1,1.8500000000000227
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,2,4.650000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,3,8.250000000000057
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,4,11.450000000000045
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,5,12.650000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,6,21.350000000000023
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,7,21.350000000000023
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,8,21.150000000000034
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,9,15.850000000000023
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,10,11.950000000000045
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,11,6.050000000000011
Kinzig W1,KiW1,Bulau,8.96570543,50.1315991,2019,12,4.350000000000023
